1189,awkward,厄介な，ぎこちない
1190,awful,ひどい
1191,ultimate,最終的な
1192,dynamic,活動的な
1193,tremendous,とてつもない
1194,abundant,豊富な
1195,dull,退屈な
1196,urgent,緊急の
1197,spare,余分の
1198,tight,きつい
1199,shallow,浅い
1200,superficial,浅はかな
1201,whisper,ささやく
1202,yell,叫ぶ
1203,scream,叫び声をあげる
1204,nod,うなずく
1205,swallow,飲み込む
1206,yawn,あくびをする
1207,cough,咳をする
1208,hug,抱きしめる
1209,sweep,掃く
1210,polish,磨く
1211,decorate,装飾する
1212,shed,（涙）を流す
1213,drag,引きずる
1214,spoil,台無しにする
1215,burst,破裂する
1216,explode,爆発する
1217,compromise,妥協する
1218,exaggerate,誇張する
1219,exploit,搾取する
1220,utilize,利用する
1221,irritate,いらいらさせる
1222,insult,侮辱する
1223,deceive,だます
1224,violate,違反する
1225,disgust,嫌悪感を持たせる
1226,endure,我慢する
1227,tolerate,耐える
1228,suspend,一時停止する
1229,cease,やめる
1230,appoint,任命する
1231,undertake,引き受ける
1232,overtake,追いつく
1233,proceed,移る
1234,commute,通勤[通学]する
1235,flourish,繁盛する；繁殖する
1236,thrive,栄える
1237,venture,思い切って行く
1238,accustom,慣れさせる
1239,rear,育てる
1240,inherit,相続する
1241,blossom,開花する
1242,esteem,尊敬する
1243,merchant,商人
1244,fare,運賃
1245,voyage,航海
1246,crew,乗組員
1247,luggage,手荷物
1248,horizon,水平線、地平線
1249,lightning,稲妻
1250,dawn,夜明け
1251,astronomy,【名】天文学
1252,statistics,統計
1253,dimension,局面
1254,faculty,才能
1255,scheme,計画
1256,viewpoint,見地
1257,output,生産高
1258,outlook,見通し
1259,tuition,授業料
1260,proverb,ことわざ
1261,biography,伝記
1262,narrative,話
1263,chapter,章
1264,string,ひも、糸
1265,tag,札
1266,peasant,小作農
1267,livestock,家畜
1268,famine,飢饉
1269,fatigue,疲労
1270,motive,動機
1271,sweat,汗
1272,peer,同僚
1273,glance,ちらりと見る
1274,glimpse,ちらりと見えること
1275,luxury,ぜいたく（品）
1276,prosperity,繁栄
1277,fame,名声
1278,keen,熱中して
1279,inclined,（…し）たいと思う(to do)
1280,competent,有能な
1281,superior,優れている
1282,inferior,劣った
1283,cruel,残酷な
1284,indifferent,無関心な
1285,ashamed,恥じて
1286,bold,大胆な
1287,ridiculous,ばかげた
1288,ugly,醜い
1289,pale,青白い
1290,male,男の
1291,manual,手による
1292,mutual,相互の
1293,delicate,取り扱いの難しい
1294,deliberate,故意の
1295,gradual,徐々の
1296,loose,緩い
1297,bitter,苦い、つらい
1298,mild,温暖な
1299,dense,密集した
1300,tense,張り詰めた
1301,conceive,を抱く、思いつく
1302,confess,を告白する
1303,conform,従う
1304,offend,を怒らせる
1305,envy,をうらやむ
1306,boast,自慢する
1307,dare,あえてする、する勇気がある
1308,confine,を限定する
1309,contradict,と矛盾する
1310,compensate,に補償する
1311,coincide,同時に起こる
1312,assure,に安心させる
1313,attain,を達成する
1314,inquire,を尋ねる
1315,invade,を侵略する、に侵攻する
1316,conquer,を征服する
1317,persist,固執する、しつこく続ける
1318,last,続く
1319,surrender,を引き渡す
1320,betray,を裏切る、を漏らす
1321,strain,をぴんと張る、を痛める
1322,refrain,控える
1323,scatter,をまき散らす
1324,spill,をこぼす
1325,prevail,普及する、勝る
1326,starve,飢えに苦しむ、渇望する
1327,digest,を消化する
1328,disguise,を変装させる
1329,strip,から?奪する、取り去る
1330,scratch,をかく
1331,bathe,を入浴させる
1332,soak,を浸す
1333,stir,をかき回す、呼び起こす
1334,wind,曲がりくねる
1335,heal,を治す、癒す
1336,knit,を編む
1337,sew,を縫いつける
1338,dye,を染める
1339,beg,を懇願する、請う
1340,pray,祈る
1341,congratulate,に祝いの言葉を述べる
1342,summit,頂上
1343,mayor,市長
1344,secretary,秘書
1345,council,議会
1346,panel,委員会
1347,jury,陪審
1348,quarrel,口論
1349,divorce,離婚
1350,thief,泥棒
1351,refuge,避難
1352,mercy,情け、慈悲
1353,caution,用心、注意
1354,pity,残念なこと
1355,sorrow,悲しみ
1356,grief,深い悲しみ
1357,despair,絶望
1358,suicide,自殺
1359,ambulance,救急車
1360,funeral,葬式
1361,grave,墓
1362,virtue,美徳
1363,legend,伝説
1364,prestige,威信、名声
1365,glory,栄光
1366,dignity,尊厳
1367,worship,崇拝
1368,criterion,基準
1369,consent,承諾、同意
1370,triumph,勝利
1371,circulation,血行、発行部数
1372,merit,優秀さ、長所
1373,appetite,食欲、欲求
1374,nutrition,栄養摂取
1375,decay,虫歯、衰退、荒廃
1376,atom,原子
1377,boom,好況、ブーム
1378,valid,正当な証拠のある、有効な
1379,due,予定で、締め切りの
1380,vacant,空いている
1381,bare,裸の
1382,naked,裸の
1383,obscure,わかりにくい
1384,peculiar,特有の
1385,tidy,整然とした、きれいにしてある
1386,minute,微小な
1387,vague,漠然とした
1388,steep,急な
1389,humid,湿気のある
1390,earnest,真剣な、本気の
1391,absurd,ばかげた
1392,hostile,反感を持った、敵意のある
1393,idle,使われていない、仕事がない
1394,jealous,嫉妬深い
1395,loyal,忠実な
1396,supreme,最高の、最大の
1397,infinite,無限の
1398,static,変化のない
1399,thorough,徹底的な
1400,immense,計り知れない
